ownership_id,customer_id,car_vin
197,297,MU6U4PLLGF309HSU
198,129,MFKRIG7JVDIKDTSG
199,389,THR3NK8PQEQ7Z7E5
200,371,590EMC20LSJWS1ZL
201,225,72L4X5BWAEN7YJF3
202,468,EWDS0HPRWZBYWWIM
203,489,45YRWVTKH861PQIP
204,322,XMOE545VYBJH4OUL
205,211,OPO6J0M3LOUFHW8W
206,241,T8AN2LM1CBHT94OZ
207,277,LH07BA7DORFKI1IJ
208,295,E0JDCZ1OA3VF02GV
209,336,SAJHJXQKD8UR6TIA
210,237,1ZQUA1QRDLFWDUH7
211,212,FWR0UI1JLMFLUOAY
212,23,R8IQRT007PCEASEH
213,294,RWSF5PAE9Z5JL6UF
214,493,28NVQHL097FZRLGQ
215,272,HDQDWVCW5MAGK6P0
216,247,7UXHVDHGUESXNU4V
217,115,HAIH7WFRAC8E3PQK
218,42,O1ZM4LCVHFWJFPPZ
219,89,UPMANQY0HU97NG0A
220,223,HVL66SAJXXO9ZJCU
221,256,9WRR513BB6F05EP4
222,462,L4J4X0LY66G9ZNAX
223,252,G1FJGBVYOW47LUEQ
224,123,7D7GDLWAGAWQ57LY
225,45,LNKKUO4JH9JPDMN1
226,413,B4NTHZM32HZS32D1
227,313,J7SWRQLUX6LDM6FR
228,399,6LQGA3QUPO4JNMYK
229,99,P18OBS7587H91EL8
230,72,2QFAF5KCIHDIY4NR
231,229,TOHRNQI7NL7OLKY5
232,338,CR0VHV1NM3V16XEG
233,204,DNGFLYRJ8GOSD3M0
234,350,FESYAXYPBP0E36S2
235,396,8EGP15CA8ZJSW5PQ
236,19,QBVNPY1AJKPQKBE0
237,240,GTEFR6MQW7673UBL
238,496,9W5N9C70PA8JX54P
239,178,JKS4I2NR1P02JYV6
240,361,AH2XJQ2WDIZHW0VQ
241,300,TRUML3F4RTGOOXUC
242,498,C0TK1QQFVWUO11K0
243,276,EV4DH9UGF10OO1PV
244,278,XYWWSTIO1K7F5OA3
245,323,NX9OWWEW9V08LIUQ
246,248,05XT54FN5G77LK6H
247,337,YPIGQX2456IZC0YO
248,283,CPJZE1XTAR0KO31N
249,220,PEFJ31EGOM62HDXC
250,185,1MYLQJJBFSA5UZLZ
251,126,ZYF2EV4JI4UFANS5
252,435,WGMF4LN5RGSG6A8M
253,331,FV0EHRUWA03260NB
254,484,SJ84TC2QSI2G74IZ
255,111,JJ0076EKHI1RD5B2
256,486,EDHTHRUU5E51H3WQ
257,328,VRGSS8K5IJULP98R
258,355,RG1YD5MY3GDILK1Q
259,297,HYLGOGFXLSRVP0IJ
260,465,L03LLU1A7BOXFQJ3
261,473,KNL2LUHHS4DILRZQ
262,362,Y6RKVNDXJN7DE0L1
263,359,VUUPLTXU3YF15Z08
264,163,GQQLYZJ0AEOORBT6
265,108,U985LTKMCCDUEFS4
266,64,XGCY3Q69FLGUQ208
267,313,KWOALF4V1TXH376Z
268,51,1HGAV42T8LLIHKPJ
269,327,E6P4NP00NQOHN3DG
270,399,FH70M9OHDSRS8ANP
271,200,84P4K9DXOQ8JXLFI
272,173,SFQBVH0KW3PGSF3Y
273,163,BHON4WBABQ0FOT10
274,101,A6D9ER94TEVWLQ6E
275,20,8YDR3UES2FX0ZKWI
276,493,L9YSU51EPXU7B6NB
277,267,FB2FLURMW3UQHWTE
278,349,7M6J3RTXYMSCNX8E
279,376,EZEMQT788G35SFY1
280,407,S2UTBTTY9GFYW4I7
281,301,7V4K88K686QE7AJU
282,331,VC1FRF899OFPVIMI
283,176,E07FPY1AELDWQXKE
284,98,F51Z58B4JWPGZ5RK
285,124,9VVN5X48PW5K0JJS
286,68,CD3IRVXD2ZU4NS7N
287,79,4XDD8IUZV3ZBXPQ5
288,28,YAUA8D7204J3M9IQ
289,86,ZW1FU5X012GRDMT2
290,66,DZXLRGNJZM3618LE
291,305,ZU1TOZHDV5OJZTO7
292,40,W8LI3IF9AIZH5P3F
293,185,4RPU9GGSOU6NJ2N2
294,436,67LM8E49ITE92SRL
295,17,ZXT9QUBWRP8GUUCM
296,401,YCZU80ZRZ79HQTYL
297,183,FTYLAVZME9WT00IV
298,253,XRED8U8NOZEMDMZ5
299,418,JHMXCQDJ5CUYDA9A
300,198,A6U48GWGHM56VU6Z
301,144,3QW752E77DYVGDGF
302,149,7TNQETMNI3GOM673
303,293,4DX6UZS1XKE1KWON
304,332,DUVL911ZSB8LV6TX
305,238,B8NMT3YPS4SYBHQG
306,414,CHHXA7HY7AI33993
307,476,FVWJ7YZ6L7X6OA3N
308,150,VWOZQXIWE6RGL7JY
309,250,TKUDE358TRE9QDI3
310,8,IWPFVB71GHLU8M87
311,369,6CN8SIWMZAP4VKFT
312,30,YOTWG7NFDINU31EI
313,5,TA3RUNYN6IRJ9WR6
314,76,IK08NJF0PKBO549E
315,220,7PP0PNNLO0HHGH5X
316,292,T1OXHFDXK31WBHTF
317,242,GPYNYJ0UFO2HOQ5E
318,207,7W05Y2DA5B4L6HFH
319,161,6V3RZKDU6FOTWFTQ
320,163,9XFQ1ENNGAY37VG6
321,283,595CEKOF92Y8LZ8C
322,345,WV9NJS96ALGXZJ9M
323,395,XLB57AUKHQNZJNNS
324,227,EMJGKCQY2656AE1I
325,259,F225AA35WFW5Q52D
326,210,H0CD8A2IBCLTRH9V
327,157,0V4PSC9J5UGE1G41
328,298,WVVSKP30TX8J1CCM
329,234,1PY6Q9YL16ZV8U0L
330,308,R1L9GVBMQQ749Q6Q
331,235,PAFL9WOA2XGVGDOF
332,477,RF34JGVRP4RXMD8Z
333,163,I72OALFWYPEEK035
334,458,CQPHLI5L692TULGE
335,486,ZV3IU6L5NFLTQ680
336,50,12JF4CIWL3RFJL9V
337,219,8VE00H2K2P3AJFAX
338,422,Q6FWTV1DJJZQFE8E
339,108,NLZTWXOL4BKUU5CZ
340,202,7FDFZDMMCMCOCO2Z
341,460,QE6JIXUB4IBHIF5S
342,182,A1RYZTBVHUAZUN6F
343,223,AWWJNN41JH6OXQQ8
344,358,HEND7H10KYHVKQXI
345,22,AA34H8NL9VFRUK94
346,136,DABBAJAQ08DNX80N
347,444,KBEFQ796EW8257GE
348,174,5UUJZR0FCYBR3O9U
349,21,85ZZHJY8GY39BU4U
350,16,Z0KDN3TN60TLXOUN
351,213,31RTMPV5LMQ15FBS
352,130,MW04U923O359TSUJ
353,185,Y2RL4N7S3HMO1DXQ
354,166,682R6ZL1KHW8GAKH
355,362,J8PMOZKNHPVRWBRB
356,117,JR211PV58Y9N81DJ
357,245,0Z7Q0I9BL14HOAE5
358,106,CGJU2T0JESGQ4BVP
359,24,HRA1361BGMY4IQZ6
360,306,E9VAR2PZ6NTPBPZC
361,383,RSI7EADGHXTUR8XU
362,202,IFEZAC2EXVA5E742
363,144,RHGTW4CY4F1R9CFW
364,294,3O1BLOG0NQ4I6R8S
365,223,VK1PBCD6FXNOQ37K
366,320,74QR14VUYV2EMY9T
367,100,W75VI7LIG9GMYKVY
368,497,2YGYZTHQSE0KIVWM
369,242,IRJUTFVJ839AG77Q
370,230,SPJ9WRDPLFE19BCD
371,45,27YH6UAMWJPIWUJT
372,61,TLH33HW8D09JRD4H
373,456,67KAYP44QI4OPF54
374,330,1HYP5MASNPHFC4YG
375,294,LOIKIVQA7IZQ2NMN
376,337,6DJIN9RG4XV349N1
377,188,DZBC7QK4K6ILSIDB
378,75,T76I3HZCD3GEQ10F
379,296,LGJ3S6OGQ4IVN2QQ
380,361,FVB9EKTR1T05QXS2
381,199,SOSR2HVNKVONNLHA
382,119,520XKIAIPRQQ5QOB
383,169,KBQNXPVMSR75RMG7
384,110,FZJAHSAO2QWKBSEP
385,30,B20UC87NXP0JF6DN
386,360,BAEPG25PU9H9FB02
387,194,7RCQ6W948JU63LXS
388,308,Y32I3PJ7K99BV2J3
389,243,5I67ZSOOUKIW8X17
390,373,3FRB7EI5R8VO4KVF
391,9,V4DC0FP672ZFBQBK
392,96,DFLD9CBA7263RJK4
393,193,EQ4F1SRIKOMFRQ8L
394,184,3I9LLIFFCVEDQFC1
395,61,IRO7YY0KZ6XNOMB4
396,87,3Q825Q30ZX815G5F
397,275,R9F5IV86ZP1WZ2NA
398,87,HLX0ST69WWP82QZT
399,241,KAV8C3PQ5U74IJ64
400,216,JJTB8QOP82J3TPS8
401,350,XRUTT247O0GXAPLI
402,110,E0JXYO6HFD7LTTC9
403,223,C11JG1MS4TSRW2MD
404,158,TJA622DCFF3TR7WB
405,125,31OGWRVZ90472UQL
406,45,BGUAXNM0ALQEDS1V
407,441,90MWB4LL3K4BK8EJ
408,165,MOCTCLKA9LZ57V4N
409,319,LEUUCBL116CZ75T6
410,153,61B7PXJBC8VDRQNT
411,474,76IMG7ZD3Q0E03YI
412,273,5U04RIPWN3KE9OUJ
413,322,JVAEV0YU3U8IZIIB
414,440,EH8UXZ3ADHF025LO
415,291,PHWHM54XR8PJPF24
416,435,KO5FKPA2TVMXQYJR
417,296,RPE2XN9TXFJNJD5S
418,395,AU5IK31YUW2TGRTF
419,176,PMRG0ZPZJHO4VUDQ
420,318,BMQIMI8ACUEOBQT0
421,206,PE0HDJ7O9X66D7WD
422,183,07IRJG107R925DSI
423,477,PMMQZADWAJGF00HH
424,149,CQWB00N114PY4FNG
425,216,Y6D1HFDI3JSTY876
426,341,F9TU8PV2KJH01AON
427,227,5EZ6IZ8ER6U0ESTI
428,131,SV5ITMTJLEGP4H2H
429,157,FPPWC1QY9MBAAXA3
430,174,F0WCYR2P6XCW8AFM
431,390,X1JD3VURR6CG1S2L
432,139,PAVAJIMMNSTOUIFJ
433,452,XN32NBZWBHO4UW2A
434,466,EC275JT660J08XTR
435,487,N1TCJFCZWKGUY0OF
436,477,N0THL2C53K9OM115
437,154,2ZNTGG50YQL25S8T
438,386,NUSG9L9Q3CYBYC4I
439,118,GSV5E033DZQQ5EB9
440,162,WHHOLI54087WS1LO
441,368,2ZSA6HA3VMOT4SAY
442,136,JK9E0OAWHN2ECLCE
443,407,DKITMAF9H3FHVFIJ
444,42,D7Z4KSO03W2MROP2
445,410,EE2ABG9SHO5D5AFQ
446,464,81JMBPTPDWR1XFHS
447,161,EKT292MI560TOHXW
448,318,YQYVBNUZ2KGA99UF
449,67,7PW35X3X10Y14DSF
450,207,WUFUK15U2486D43I
451,296,U8BWAUFXQP6XGHU9
452,480,HYVNI8E61493685E
453,313,VMT4FVMYPJ2NNOC3
454,306,3D3513LM7E41OFV1
455,130,43F1AYSV6O9E9NHC
456,390,33A8NCXCWC0BOGWH
457,316,WBNWJ6PVOC7501OE
458,129,TD503779U7C1A7YJ
459,431,QDE7M7H6OQ7QH96Y
460,366,AE1ISYERUMEHCYKJ
461,488,5LFOS9DJ9IHJDQDF
462,444,GGAFDR3TGWJ7PUM3
463,137,IP35T54GYLBI18A2
464,146,O7ERC4R6S34A1NFX
465,301,WLF9YXAM97YOFCX7
466,235,LOQVBV1JPVKTAF6B
467,150,YI4PZZJ8XKV4VTCD
468,120,S81BXD7ITQRT8G7Q
469,299,CW9RTNFW6SZF4LUR
470,456,LSOGWIBJB6M9NWYU
471,143,G6G04JGSQOF3WGI8
472,454,423H7T6UDOJY6G10
473,214,O8G8HZMVYD47DZNA
474,140,JN4LV11KJALW563C
475,13,RBSZUJB4HLLQLLD0
476,274,3R4SIP4B8J4ZXD82
477,393,QW8EVRC0ERJE4S4M
478,351,U61O85VO1TK5EZS9
479,433,W0PN524KSKWECY9A
480,341,FLXV5CIX39ELLHLR
481,363,TGDK4SNV9RR49HQW
482,292,FANS0GNH8S2GT30G
483,92,V5XWWC05SORHTMT1
484,79,XGGMQJ9UJEFUBFD3
485,119,6T0OTGPEQCYH207X
486,29,GF86HOGDPL4CKTF6
487,308,24TL7JE0Q0RFOIAL
488,173,W0GQ34PGGCBI6QSR
489,261,Z3E88SEBY8EN00BG
490,220,1R3YQS5PYYZ5YMIT
491,70,A9INCU2LQM585U7D
492,314,G770XDHJ5SC36U9C
493,375,D8FBFFHEYZQQXBV0
494,249,ND6BWBEM0TPI70HK
495,375,MTXQ531D1KDK2YWF
496,483,X9FKE4VZN8Z4C0X2
497,116,VEZRAD8EJPMLNL7H
498,299,52A97PNFIRCVCZ8P
499,347,IEKX6MJ53YXHZKIE
500,423,8U1QP2WNV2MK48J4
501,277,PDT12SBA62TDO1DF
502,333,AD0NDV5DMCDSODBZ
503,399,3K88RHOEHAPM4YQZ
504,456,BEAHY5HO37PJPO3C
505,272,IE4ACJOD8WACEQRQ
506,303,0JI1T3UZZZULYZLG
507,444,S3K337OV9WXHVY3N
508,483,ONDHKBRJIGLG08YV
509,143,9QAZ6FP9XAQS3TGD
510,56,WXJ46T9DNZWSS9V6
511,132,80TW87S34876KE1Q
512,85,0I99N7TCATPLX3GG
513,58,VDXDF6YV2VP6F0O7
514,9,JVIE6DUEPRTIRY3T
515,462,M2Q22YOKBVPX4NTZ
516,394,JSFPFMNF7UIWJTA8
517,297,OZIBP9OF9SVCA3DC
518,233,M1V395ZDHZ6M9BJU
519,71,2Z6M81RJWPX5ZJ2O
520,36,67CSZVUTBT6AO3FJ
521,358,S924W7W8TWT2I9OW
522,93,NL6DMJLXDW0YCYRN
523,63,MCCYC3T13HLOZESJ
524,445,NAAXU3K8JB79YJ65
525,250,RB2JA2LPN1M6U2LL
526,394,2BE4N2524GPZBOMV
527,27,ZYFGGK82P5YRO1WO
528,250,K9D643J2X9A6TDV9
529,172,E5GV7P2A2Q9OJF3C
530,159,BTI1RIMVN1BT9WNJ
531,465,EYZILJ29JB8JXKQ0
532,441,FG79KT10R709Q6OH
533,270,RB5TNGCRZXC4VNIB
534,183,N99LT3J6LILB7ZWD
535,103,PSSCP9KJYMJBT35Y
536,151,HZTAY12YIVFQSX50
537,327,PVSF5YC9LUERJQEN
538,368,T8ZGEHUIQSI2FEXT
539,406,7U9SSBU7GE3AI6AY
540,216,NBB4V57YZET3GNDC
541,194,KLI7V12J21TELO9L
542,177,A09Q16A3KL0N4L6B
543,246,JC6ON5ZZ679AQLO3
544,414,QSA11PTKFTUWFV2T
545,304,T6UR9XRWNNVGQCQN
546,72,E7E51M4WU3GA9TA7
547,444,72NS8ERKD0RNGCT2
548,403,KVV7PGF7MVQ356J0
549,69,3MKR4L2E4F4N3ZA0
550,24,HZMJBG3K59S7V55K
551,130,S83GYZIEPO772NRC
552,10,DU9V45D3DGC50I32
553,26,HBCPLA8JZ9DS2ULK
554,159,SOTH4MVKQE4DWZ79
555,147,C60CJBMUVHGQK820
556,295,13M7PC59P0QVHZJK
557,226,T8LI72W4OEBMQPJB
558,439,MC8FU0AB76LBWLA9
559,160,89QSNVYF2ZQOYGWO
560,200,L7J7Y96YG626M8A4
561,480,LM576M2YVP6MPB4D
562,37,QT7ZVNBI1CAO8W81
563,80,EJEBHBW9KCKWDHX5
564,375,M1INUFNCC8UUXOP6
565,317,TZRBZIRJYZ8XUKU8
566,119,ARN4FLHW3CHNJ6GD
567,295,UWXU2HHLDA2UX64B
568,32,UOJA5ENP2WA6M96M
569,426,Q44DVVPGB8IY525F
570,19,GJ96ZE6E24I1AGZG
571,77,C6SEURANDDEPTLT0
572,464,YQZDUBB9MIT3VHTN
573,382,RGSL55X9E0RAGHKE
574,452,CDK9X0740C98UZZY
575,187,BHB7ZHEZR4E5IZB1
576,59,P5OOA9CZV7PQOVVI
577,74,X9DY39CK5B8U8H7B
578,403,3CNFU2HERSNUN446
579,63,IOFU2NCU22KB8OHL
580,109,UMKVGG4NP4D8J2X7
581,380,ZJFY4W8TR98W07FI
582,447,XUNHU25Z8KQ86YNI
583,241,8BYCZNYRB9J52OYY
584,175,OZZ9Z76MH8PU9JN0
585,444,P6EGKAZAL4W7S3GO
586,206,UO4G4IQ9ENZ9JN7K
587,447,VI673KLLZCUH1I8Y
588,187,X0RTMG7C0Q6ULH3X
589,275,6SQJY6REG857YYOM
590,366,6QEPYOHAKC37WMFP
591,309,7NXXBAF4GELLX8EA
592,205,YE71TWD96HHWMF1G
593,102,XUWRIENW34Y6FFY3
594,174,GSVANRY632IIPS8Q
595,303,9BGV2ESF4NDRFDX8
596,177,YWGD4X4PZJ42RL1E
597,326,FFZADVJFUY0F39WG
598,351,CG59MNBO3WZ5I4EB
599,434,DIRL481XLAXHNOC2
600,31,QA78CUHCZTGZOHC7
601,8,KG3FYE4HQGOXAIQU
602,29,B29XZ6UK18F2DXR6
603,22,9K4CI248F3VKOG10
604,6,SF2AALUDHAAHOP0E
605,35,PP1VM3I0GXHC660U
606,52,BJ72BTQ82327AQFF
607,11,C3Z6J5Q1D7XYLJD2
608,96,NXI5P2QFS7GLB82M
609,58,JS08RWQ1CGEDBT8B
610,27,30B69C45RY27VMVW
611,92,V06DDG680IUGA4FE
612,79,3VX4GH0Y3HKK54K4
613,86,7AQ2ANY1YC1L2QJZ
614,8,XF50OJQRLG6UACOT
615,27,XU7FKC781HFL1ZOP
616,78,30X8BNMJSXTDHDX1
617,73,T4ZF3D4D32NKX5ZT
618,86,RO6DUTJTO914YBNU
619,23,SILL0NO8OL0V0HXE
620,24,GGAYBFJH9KRS51ZE
621,12,3OV9JYDFZDTC5PAY
622,83,A70TGO5AWLGITIZ7
623,66,G21CQTP3174GU65S
624,25,O0SW58611GQIT8D9
625,68,HIVDTS8MG00CRZ17
626,69,NXPWNUA6TDXJ1WQQ
627,102,ZMVUTIYMR0AZ0ZNZ
628,82,G5UDLHWV6FLVYWAP
629,92,AJR1OV9CPWRUTVLY
630,42,WUOCS224EQKQ7MOU
631,75,1TJL2FX35LG49FFQ
632,84,VC4GTJS1A5UGXBRY
633,80,VR40DM9IF826BHYZ
634,97,52MH68NDJU39X6KQ
635,55,6XTF52BWHNYBJK8J
636,28,RX8U73NKBF2E6WPR
637,26,7GVLHWXPBRRNTYLV
638,13,D3IIA38K0HF36C0O
639,26,72I2F8RPJX0WUZLL
640,39,YMZLO9LNDCMB4BLD
641,82,Q1WMFPT00E2QMK3U
642,27,HMRTIEHC2YIX79PB
643,70,3UMGTHKTGYLEYO3H
644,22,BS5MYGKNDR07VO79
645,25,VU5WP8MVU2YETTRU
646,76,DDVXKKXO0SSW74WQ
647,43,6N1RWU1ESEVGC0QT
648,71,TGV46Q71T6JLDJ7P
649,89,DGHBTMPT1UV94C8M
650,73,78ZWGDQBLUPPH3NW
651,22,11Q01YHYA0EIVA8T
652,48,XLE0BCT324ZBL5KZ
653,101,72TH1FPHMZOIM2CA
654,89,4PN8QIX43IRGM5DK
655,14,ESIRQ4TP1NA6KSNJ
656,67,BD9Q8WHT37OJ98BY
657,10,9AFPP7SDWYQTUV27
658,103,POZ4XV87UGT47S15
659,44,L0Q4EJHXPTUEDN3J
660,82,8V16SHQXMS0HKRAJ
661,9,A67MSWPATOM287C4
662,84,0MQA1CCYY4JUFN24
663,68,RWDWF1TQV0R095UH
664,24,42GA3YYGDTWBKSDN
665,64,TQXC72BM2O2ZCMOT
666,77,RLCRE8UA2HQG2XGD
667,63,BS5XRGA3L71029DG
668,79,JIB931K26GFXAMHV
669,8,J0Q45NAYPWLIEOXV
670,101,8YJMYVMNEDYL7U4G
671,100,Z025JU26SPHNCASL
672,98,I3UDUURWUDKBU0T3
673,26,W429KJPQ8SEUTLPF
674,19,H0Y05ML51AATN209
675,63,WAS1UDJOAU4DU0FI
676,36,0UT100WNT0K9875T
677,93,BAV4VJHP60IQ7SDD
678,37,JS18L9GJ4ANLIOBL
679,70,K6JOPZDTJXAF16YF
680,33,Q7KA8OBM5RY6Q2M8
681,90,MQADW9UFZDEPCGWL
682,99,5O5CVHJOBEIFDD56
683,97,9WCDB68ZA0PL8109
684,67,B5X69PHWN8DDINZ2
685,49,4JM8C9TFLDY3YGQA
686,79,7284JC755OTS42KQ
687,24,CHAO73KU99ELJHB0
688,68,8FMW4V1FJ2AOY2XD
